"","participant.label","age","gender","income","education","conservative_liberal","conservative_liberal.binary","cc_concern.mean","policy.support.total","policy","support","policy2","type","support.f"
"40","5b4ce12a1fa5830001016869",48,"Male","< 18.000£","Further education",9,"right-leaning",2,2.83333333333333,"taxes air travel",1,"taxes air travel","cost","1"
"41","5b4ce12a1fa5830001016869",48,"Male","< 18.000£","Further education",9,"right-leaning",2,2.83333333333333,"subsidies RE projects",5,"subsidies RE projects","subsidy","5"
"42","5b4ce12a1fa5830001016869",48,"Male","< 18.000£","Further education",9,"right-leaning",2,2.83333333333333,"electricity price peak times",1,"electricity price peak times","cost","1"
"43","5b4ce12a1fa5830001016869",48,"Male","< 18.000£","Further education",9,"right-leaning",2,2.83333333333333,"taxes red meat",1,"taxes red meat","cost","1"
"44","5b4ce12a1fa5830001016869",48,"Male","< 18.000£","Further education",9,"right-leaning",2,2.83333333333333,"subsidies low emission foods",3,"subsidies low emission foods","subsidy","3"
"45","5b4ce12a1fa5830001016869",48,"Male","< 18.000£","Further education",9,"right-leaning",2,2.83333333333333,"taxes non-recylabes",1,"taxes non-recylabes","cost","1"
"46","5b4ce12a1fa5830001016869",48,"Male","< 18.000£","Further education",9,"right-leaning",2,2.83333333333333,"expand recycling",7,"expand recycling","subsidy","7"
"47","5b4ce12a1fa5830001016869",48,"Male","< 18.000£","Further education",9,"right-leaning",2,2.83333333333333,"subsidies regional food",3,"subsidies regional food","subsidy","3"
"48","5b4ce12a1fa5830001016869",48,"Male","< 18.000£","Further education",9,"right-leaning",2,2.83333333333333,"taxes imported food",1,"taxes imported food","cost","1"
"49","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"expand public transport",5,"expand public transport","subsidy","5"
"50","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"ban diesel&petrol cars",4,"ban diesel&petrol cars","cost","4"
"51","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"subsidies alternative flying",5,"subsidies alternative flying","subsidy","5"
"52","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"taxes air travel",4,"taxes air travel","cost","4"
"53","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"subsidies RE projects",5,"subsidies RE projects","subsidy","5"
"54","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"electricity price peak times",4,"electricity price peak times","cost","4"
"55","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"taxes red meat",4,"taxes red meat","cost","4"
"56","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"subsidies low emission foods",5,"subsidies low emission foods","subsidy","5"
"57","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"taxes non-recylabes",4,"taxes non-recylabes","cost","4"
"58","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"expand recycling",5,"expand recycling","subsidy","5"
"59","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"subsidies regional food",5,"subsidies regional food","subsidy","5"
"60","566e1aec744e3e0005b4e668",43,"Male","< 18.000£","Further education",5,"left-leaning",3.75,4.5,"taxes imported food",4,"taxes imported food","cost","4"
"61","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"expand public transport",7,"expand public transport","subsidy","7"
"62","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"ban diesel&petrol cars",7,"ban diesel&petrol cars","cost","7"
"63","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"subsidies alternative flying",5,"subsidies alternative flying","subsidy","5"
"64","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"taxes air travel",4,"taxes air travel","cost","4"
"65","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"subsidies RE projects",7,"subsidies RE projects","subsidy","7"
"66","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"electricity price peak times",4,"electricity price peak times","cost","4"
"67","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"taxes red meat",7,"taxes red meat","cost","7"
"68","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"subsidies low emission foods",7,"subsidies low emission foods","subsidy","7"
"69","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"taxes non-recylabes",6,"taxes non-recylabes","cost","6"
"70","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"expand recycling",7,"expand recycling","subsidy","7"
"71","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"subsidies regional food",7,"subsidies regional food","subsidy","7"
"72","5b03567dc573030001c36f1d",29,"Female","< 18.000£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",6,6.16666666666667,"taxes imported food",6,"taxes imported food","cost","6"
"73","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"expand public transport",4,"expand public transport","subsidy","4"
"74","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"ban diesel&petrol cars",2,"ban diesel&petrol cars","cost","2"
"75","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"subsidies alternative flying",3,"subsidies alternative flying","subsidy","3"
"76","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"taxes air travel",2,"taxes air travel","cost","2"
"77","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"subsidies RE projects",5,"subsidies RE projects","subsidy","5"
"78","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"electricity price peak times",1,"electricity price peak times","cost","1"
"79","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"taxes red meat",1,"taxes red meat","cost","1"
"80","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"subsidies low emission foods",1,"subsidies low emission foods","subsidy","1"
"81","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"taxes non-recylabes",1,"taxes non-recylabes","cost","1"
"82","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"expand recycling",5,"expand recycling","subsidy","5"
"83","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"subsidies regional food",4,"subsidies regional food","subsidy","4"
"84","5e9f0bc126557006ea49d1f4",69,"Male","> 45.001£","Higher education (Bachelor, Master, PhD)",6,"right-leaning",1.75,2.5,"taxes imported food",1,"taxes imported food","cost","1"
"85","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"expand public transport",5,"expand public transport","subsidy","5"
"86","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"ban diesel&petrol cars",5,"ban diesel&petrol cars","cost","5"
"87","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"subsidies alternative flying",5,"subsidies alternative flying","subsidy","5"
"88","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"taxes air travel",5,"taxes air travel","cost","5"
"89","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"subsidies RE projects",6,"subsidies RE projects","subsidy","6"
"90","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"electricity price peak times",2,"electricity price peak times","cost","2"
"91","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"taxes red meat",2,"taxes red meat","cost","2"
"92","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"subsidies low emission foods",5,"subsidies low emission foods","subsidy","5"
"93","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"taxes non-recylabes",2,"taxes non-recylabes","cost","2"
"94","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"expand recycling",6,"expand recycling","subsidy","6"
"95","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"subsidies regional food",5,"subsidies regional food","subsidy","5"
"96","60ea0498cfbeface04b33ed0",55,"Female","23.001£ to 30.500£","Further education",7,"right-leaning",3.75,4.25,"taxes imported food",3,"taxes imported food","cost","3"
"97","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"expand public transport",7,"expand public transport","subsidy","7"
"98","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"ban diesel&petrol cars",5,"ban diesel&petrol cars","cost","5"
"99","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"subsidies alternative flying",5,"subsidies alternative flying","subsidy","5"
"100","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"taxes air travel",5,"taxes air travel","cost","5"
"101","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"subsidies RE projects",7,"subsidies RE projects","subsidy","7"
"102","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"electricity price peak times",4,"electricity price peak times","cost","4"
"103","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"taxes red meat",4,"taxes red meat","cost","4"
"104","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"subsidies low emission foods",6,"subsidies low emission foods","subsidy","6"
"105","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"taxes non-recylabes",6,"taxes non-recylabes","cost","6"
"106","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"expand recycling",7,"expand recycling","subsidy","7"
"107","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"subsidies regional food",7,"subsidies regional food","subsidy","7"
"108","597b652912b52100010ca9b2",23,"Female","30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3,"left-leaning",6,5.66666666666667,"taxes imported food",5,"taxes imported food","cost","5"
"109","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"expand public transport",6,"expand public transport","subsidy","6"
"110","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"ban diesel&petrol cars",3,"ban diesel&petrol cars","cost","3"
"111","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"subsidies alternative flying",4,"subsidies alternative flying","subsidy","4"
"112","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"taxes air travel",3,"taxes air travel","cost","3"
"113","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"subsidies RE projects",6,"subsidies RE projects","subsidy","6"
"114","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"electricity price peak times",2,"electricity price peak times","cost","2"
"115","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"taxes red meat",2,"taxes red meat","cost","2"
"116","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"subsidies low emission foods",6,"subsidies low emission foods","subsidy","6"
"117","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"taxes non-recylabes",2,"taxes non-recylabes","cost","2"
"118","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"expand recycling",6,"expand recycling","subsidy","6"
"119","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"subsidies regional food",7,"subsidies regional food","subsidy","7"
"120","5c582f95caffa2000175bc72",37,"Female","< 18.000£","Further education",5,"left-leaning",4.5,4.16666666666667,"taxes imported food",3,"taxes imported food","cost","3"
"121","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"expand public transport",7,"expand public transport","subsidy","7"
"122","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"ban diesel&petrol cars",3,"ban diesel&petrol cars","cost","3"
"123","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"subsidies alternative flying",4,"subsidies alternative flying","subsidy","4"
"124","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"taxes air travel",1,"taxes air travel","cost","1"
"125","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"subsidies RE projects",2,"subsidies RE projects","subsidy","2"
"126","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"electricity price peak times",1,"electricity price peak times","cost","1"
"127","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"taxes red meat",1,"taxes red meat","cost","1"
"128","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"subsidies low emission foods",2,"subsidies low emission foods","subsidy","2"
"129","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"taxes non-recylabes",3,"taxes non-recylabes","cost","3"
"130","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"expand recycling",5,"expand recycling","subsidy","5"
"131","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"subsidies regional food",4,"subsidies regional food","subsidy","4"
"132","5eaf0f7a12e7015e515672f5",21,"Female","> 45.001£","Higher education (Bachelor, Master, PhD)",5,"left-leaning",4.25,2.83333333333333,"taxes imported food",1,"taxes imported food","cost","1"
"133","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"expand public transport",6,"expand public transport","subsidy","6"
"134","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"ban diesel&petrol cars",3,"ban diesel&petrol cars","cost","3"
"135","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"subsidies alternative flying",6,"subsidies alternative flying","subsidy","6"
"136","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"taxes air travel",1,"taxes air travel","cost","1"
"137","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"subsidies RE projects",6,"subsidies RE projects","subsidy","6"
"138","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"electricity price peak times",1,"electricity price peak times","cost","1"
"139","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"taxes red meat",1,"taxes red meat","cost","1"
"140","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"subsidies low emission foods",1,"subsidies low emission foods","subsidy","1"
"141","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"taxes non-recylabes",2,"taxes non-recylabes","cost","2"
"142","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"expand recycling",6,"expand recycling","subsidy","6"
"143","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"subsidies regional food",4,"subsidies regional food","subsidy","4"
"144","5d380e7c0322fd0018f3f9cd",30,"Female","23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,"left-leaning",4.75,3.16666666666667,"taxes imported food",1,"taxes imported food","cost","1"
"145","6043e7baeea596429e6dd9e3",54,"Female","< 18.000£","Compulsory education",6,"right-leaning",3,3.75,"expand public transport",7,"expand public transport","subsidy","7"
"146","6043e7baeea596429e6dd9e3",54,"Female","< 18.000£","Compulsory education",6,"right-leaning",3,3.75,"ban diesel&petrol cars",2,"ban diesel&petrol cars","cost","2"
"147","6043e7baeea596429e6dd9e3",54,"Female","< 18.000£","Compulsory education",6,"right-leaning",3,3.75,"subsidies alternative flying",3,"subsidies alternative flying","subsidy","3"
"148","6043e7baeea596429e6dd9e3",54,"Female","< 18.000£","Compulsory education",6,"right-leaning",3,3.75,"taxes air travel",2,"taxes air travel","cost","2"
"149","6043e7baeea596429e6dd9e3",54,"Female","< 18.000£","Compulsory education",6,"right-leaning",3,3.75,"subsidies RE projects",7,"subsidies RE projects","subsidy","7"
"150","6043e7baeea596429e6dd9e3",54,"Female","< 18.000£","Compulsory education",6,"right-leaning",3,3.75,"electricity price peak times",1,"electricity price peak times","cost","1"
"151","6043e7baeea596429e6dd9e3",54,"Female","< 18.000£","Compulsory education",6,"right-leaning",3,3.75,"taxes red meat",1,"taxes red meat","cost","1"
"152","6043e7baeea596429e6dd9e3",54,"Female","< 18.000£","Compulsory education",6,"right-leaning",3,3.75,"subsidies low emission foods",7,"subsidies low emission foods","subsidy","7"
