"","participant.label","(Intercept)","flying.weight","diet.weight","electricity.weight","commute.weight","regional.weight","recycling.weight","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car.sub","policy.car.tax","policy.flying.sub","policy.flying.tax","policy.RE.sub","policy.RE.tax","policy.meat.tax","policy.meat.sub","policy.recycle.tax","policy.recycle.sub","policy.regional_food.sub","policy.regional_food.tax","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"11","56d33245321cae000b68d9e4",2.38780313048582,-0.258695763490476,1.11975339157417,0.409803413821757,0.650794226511863,0.574008446137045,0.982788514432689,"Male",66,"23.001£ to 30.500£","Further education",4.25,4.8,"right-leaning",10,3,1,2,1,5,6,1,6,1,5,6,7,3.66666666666667,2,1.5,5.5,3.5,3,6.5,1.294697,-0.22,0,2.282,0.2726,0.1555,0.0729,0.9,0.1142
"12","571a57e56a1c6300124bb6bd",2.38751447381467,1.6931611546715,1.2253731782511,0.547596809320855,0.236821912047269,0.695910174042152,1.03337501700823,"Female",64,"< 18.000£","Compulsory education",6,3.7,"right-leaning",7,6,3,5,7,5,2,3,4,5,7,5,6,4.83333333333333,4.5,6,3.5,3.5,6,5.5,1.294697,-0.33,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"13","571a861d838a4e0013b1860a",2.38700322138189,0.600895422597156,0.328717849767463,0.660006557294583,0.386932444023436,0.497745771459667,0.983691890880426,"Male",51,"30.501£ to 45.000£","Further education",2.25,6,"left-leaning",2,7,1,4,2,7,1,1,4,1,1,7,1,3.08333333333333,4,3,4,2.5,1,4,0.6988837,-0.11,0,2.282,1.0872,0,0,2.07,0
"14","576fc3462984e70001a97fc3",2.38724890584433,2.05927366572353,1.25459381618685,0.638635653693393,0.274213007090593,0.768311901993345,1.12491058349693,"Male",32,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,3.4,"left-leaning",4,7,6,5,2,7,4,5,7,5,7,7,4,5.5,6.5,3.5,5.5,6,6,5.5,0.1031,-0.22,-0.0575,1.053,0.2726,0.1555,0,2.07,0.07775
"15","577e3a5025cb71000128727e",2.38764276089351,0.862218025962332,0.991816807607098,0.574471001042586,0.317155126912559,0.724552239771578,1.21136107765536,"Female",63,"< 18.000£","Further education",5.25,2.5,"left-leaning",5,7,3,6,7,5,1,6,6,7,5,7,4,5.33333333333333,5,6.5,3,6,6,5.5,0.1031,-0.22,-0.0575,1.431,1.0872,0.1555,0,0,0.07775
"16","577f91b84d107800016d9e69",2.38774871126031,2.58985600780395,0.858664456499386,0.83283037083132,0.331477244070695,0.726984968111779,0.973088731416905,"Male",70,"23.001£ to 30.500£","Further education",4.75,3.2,"right-leaning",6,6,4,5,5,6,6,4,5,6,6,6,7,5.5,5,5,6,4.5,6,6.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"17","58a085f6f6cc2100012af56e",2.38799259262553,2.18743149306208,1.82986765709699,0.787000766383784,0.404017329525879,0.949444992476426,1.14592616587105,"Male",46,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",5,3.1,"left-leaning",3,7,7,7,7,6,5,5,2,6,7,6,5,5.83333333333333,7,7,5.5,3.5,6.5,5.5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.2909,0,0.2232
"18","596e6e5cd7919800014b49b8",2.38759970285773,2.20944875308384,0.773638183524636,0.510391793205026,0.278470415414652,0.479728142873983,0.689618334161137,"Male",48,"30.501£ to 45.000£","Compulsory education",3,3.9,"left-leaning",3,7,1,5,4,4,2,1,5,3,7,5,4,4,4,4.5,3,3,5,4.5,0.6988837,-0.33,-0.0575,2.282,1.0872,0.1555,0.0729,0,0.1142
"19","597b652912b52100010ca9b2",2.38834509851958,1.91211187300266,1.05944023005002,0.998674195433793,0.452616492963767,0.889909459330869,1.16292781853397,"Female",23,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,3.3,"left-leaning",3,7,5,5,5,7,4,4,6,6,7,7,5,5.66666666666667,6,5,5.5,5,6.5,6,1.294697,-0.33,-0.0575,2.282,0,0.1555,0,0.36,0.07775
"20","597c6cdf21db3a0001418541",2.38706233858868,1.23387227505808,0.633512881137206,0.799649970325333,0.340674930539759,0.844015493953646,1.48869720750308,"Male",66,"23.001£ to 30.500£","Further education",3.25,3.9,"right-leaning",7,6,1,1,1,7,1,1,5,1,4,4,1,2.75,3.5,1,4,3,2.5,2.5,1.294697,0,-0.0575,2.282,0.2726,0,0.0729,0,0.03645
"21","59839cb9554956000142d95f",2.38813539880002,2.26280015638059,1.32649769777048,0.642719162606324,0.276462726519862,0.713309668414012,0.881443621566317,"Female",52,"< 18.000£","Compulsory education",6,1.4,"left-leaning",3,5,5,6,7,6,1,7,1,3,7,6,6,5,5,6.5,3.5,4,5,6,0.6988837,-0.33,-0.0575,1.053,0,0,0,0,0
"22","59a9c0291b7a550001d6392e",2.38762622739355,1.74269010272187,1.2339790226777,0.543147857875558,0.295172142619916,0.645998495946281,0.903625950193013,"Female",41,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.75,5.5,"left-leaning",3,7,1,3,1,7,3,3,4,4,7,7,5,4.33333333333333,4,2,5,3.5,5.5,6,0.6988837,-0.33,-0.0575,2.282,2.0414,0,0,0.9,0
"23","59b193aff69f3400018671ba",2.38739445075501,1.1299857899826,0.593290681531974,0.458243713337393,0.262928052436353,0.424020733615593,0.769332665929837,"Male",54,"< 18.000£","Further education",3,1.2,"right-leaning",8,7,7,6,7,6,5,4,5,7,7,5,6,6,7,6.5,5.5,4.5,7,5.5,0.1031,-0.11,-0.0575,1.053,0,0.1555,0.0729,0,0.1142
"24","59e4b3a1896cfc0001921095",2.38823667950543,1.39364339709871,1.11891635454324,0.50919741394267,0.563002238188243,0.60323201772904,0.822207630694174,"Male",52,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,0.9,"left-leaning",1,7,6,6,7,7,4,5,5,6,7,6,5,5.91666666666667,6.5,6.5,5.5,5,6.5,5.5,0.1031,-0.22,-0.0575,0.955,0,0.1555,0,0,0.07775
"25","59f7876cbe9c0c0001486c7d",2.3887167686533,1.23264116163289,0.538386877684478,0.4555042204085,0.542080180606624,0.480618701747221,0.749060559414545,"Male",62,"< 18.000£","Compulsory education",4.25,3.2,"left-leaning",5,1,1,1,1,1,1,1,2,1,2,2,2,1.33333333333333,1,1,1,1.5,1.5,2,0.6988837,-0.11,-0.0575,2.282,0.2726,0.1555,0,0,0.07775
"26","5a01d867074b1900012512ef",2.3878846017908,0.653819695588568,0.940342804111512,0.905251856395977,0.589481105312848,0.956303969977117,1.52961559141415,"Female",30,"23.001£ to 30.500£","Further education",2.25,3.6,"left-leaning",5,5,1,5,1,7,1,1,6,1,7,5,1,3.41666666666667,3,3,4,3.5,4,3,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0.36,0
"27","5a04ccfef2e3460001edadef",2.38788379583678,1.45751031875072,0.954839780203493,0.40661864796207,0.509432798942541,0.61019313893871,0.965845157881819,"Female",68,"23.001£ to 30.500£","Compulsory education",5.75,2.9,"right-leaning",8,7,2,6,7,7,1,5,7,4,7,7,4,5.33333333333333,4.5,6.5,4,6,5.5,5.5,0.6988837,-0.11,-0.0575,1.234,1.0872,0,0,0,0
"28","5a75d51a0f1bce0001219703",2.38647853921334,-0.0780962617319338,0.998557871075115,0.537111589827021,0.254552304896185,0.668393507166859,1.30837572665388,"Female",66,"23.001£ to 30.500£","Compulsory education",6,3.3,"left-leaning",3,4,2,6,6,7,2,3,7,7,7,7,6,5.33333333333333,3,6,4.5,5,7,6.5,0.1031,-0.33,-0.0575,2.282,0.2726,0.1555,0,0.9,0.07775
"29","5a7ace61eea3d300016e07fd",2.38823895716028,0.472335755848133,1.50367877886142,0.423530701541756,0.491517589095517,0.927495411944291,1.51273313287102,"Male",69,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,3.8,"left-leaning",5,7,6,6,5,7,5,7,7,7,7,7,5,6.33333333333333,6.5,5.5,6,7,7,6,0.6988837,-0.22,-0.0575,1.431,1.0872,0,0,0.9,0
"30","5a913c1e6475f900019f8e5c",2.38791593119418,1.04902970709875,1.6655647493699,0.236553225341852,0.304003883163972,0.612857281817682,0.880836806617611,"Male",65,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3.2,"left-leaning",2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.6988837,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"31","5a9ca92b6219a30001f5351e",2.38788016479892,0.817811174812136,0.874809343962202,0.787844750651821,0.507255954849493,0.689480058905101,1.02684448430235,"Male",27,"< 18.000£","Higher education (Bachelor, Master, PhD)",4.5,4,"left-leaning",3,7,5,5,5,7,4,5,6,6,7,4,5,5.5,6,5,5.5,5.5,6.5,4.5,1.294697,-0.44,-0.0575,2.282,0,0.6201,0.2909,0,0.4555
"32","5ae5a3ff3ab2fb0001ef2b91",2.38881716342647,0.39446562882286,-0.592045369777446,0.356754848424724,0.465008425737845,-0.0422300834516866,0.144230062744096,"Male",34,"> 45.001£","Higher education (Bachelor, Master, PhD)",2,6,"right-leaning",10,2,1,1,1,2,1,1,4,1,7,5,1,2.25,1.5,1,1.5,2.5,4,3,1.294697,-0.44,-0.0575,2.282,1.0872,0.6201,0.2909,0.9,0.4555
"33","5ae8d7b596845f0001c7948d",2.38763027638613,0.758333806004501,1.15396013942899,0.828660058023734,0.637501340209117,0.770804525403872,1.10802920759726,"Female",59,"< 18.000£","Further education",4.25,3.4,"right-leaning",7,6,1,2,3,4,1,3,7,1,7,6,3,3.66666666666667,3.5,2.5,2.5,5,4,4.5,1.294697,-0.22,-0.0575,1.234,0.2726,0,0,0.9,0
"34","5aecb87ac09cd900015d7d7b",2.38687246020833,2.27284987763941,1.22896229465086,0.637599556010863,0.275929565962406,0.626812858095385,0.845791439948922,"Male",32,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,3.3,"left-leaning",4,4,3,6,5,7,1,2,5,4,4,5,3,4.08333333333333,3.5,5.5,4,3.5,4,4,1.294697,-0.22,-0.0575,2.282,0,0,0,0,0
"35","5af4579eb625f70001e0cfad",2.38713466406596,1.11844331323614,0.445215468814938,0.35354564058215,0.299887769995545,0.401187969489873,0.836281789715604,"Female",45,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4.75,7.2,"right-leaning",6,6,2,2,1,5,3,2,4,2,4,3,2,3,4,1.5,4,3,3,2.5,1.294697,-0.33,-0.0575,2.282,0.2726,0.1555,0,3.59,0.07775
"36","5b03567dc573030001c36f1d",2.38817691369911,1.40424611284823,1.61408212684431,0.366384274231259,0.431120812164052,0.719709542907777,0.988534343402273,"Female",29,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",4,7,7,5,4,7,4,7,7,6,7,7,6,6.16666666666667,7,4.5,5.5,7,6.5,6.5,0.6988837,-0.22,-0.0575,0.955,0.2726,0.1555,0.2909,2.07,0.2232
"37","5b1386089663ee0001461b6e",2.38783144889376,1.55946990016231,0.887441212906702,0.562905525094622,0.592849574091309,0.71294579374734,1.10476375091332,"Male",49,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,2.1,"left-leaning",3,7,5,7,6,7,3,2,7,5,7,7,5,5.66666666666667,6,6.5,5,4.5,6,6,0.1031,-0.22,-0.0575,2.282,0,0,0,0,0
"38","5b14265d30d562000155ea04",2.38746974556373,1.96330556814036,0.552942432490699,0.905734420081868,0.480123094841642,0.743226091315022,1.13532391487996,"Male",44,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.5,3.7,"right-leaning",6,7,2,7,4,7,1,1,6,4,6,7,3,4.58333333333333,4.5,5.5,4,3.5,5,5,1.294697,-0.33,-0.0575,2.282,0.2726,0,0.2909,0,0.14545
"39","5b1562981e55760001ba1e64",2.38735564716771,2.98749492655071,0.786086054099168,0.743311500529271,0.336696956231321,0.601189702086163,0.772087386260043,"Male",60,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",5,3.6,"right-leaning",6,7,6,7,7,6,7,4,7,1,4,4,6,5.5,6.5,7,6.5,5.5,2.5,5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0.36,0
"40","5b19a21bfceed30001b57e6e",2.38848558860509,0.549454857922218,0.74764390150366,0.611406588361819,0.600103457500269,0.601781623913716,0.934692450706127,"Female",31,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.5,4.5,"right-leaning",6,7,4,5,1,7,1,1,6,6,7,6,4,4.58333333333333,5.5,3,4,3.5,6.5,5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0.9,0
"41","5b2c0994f1ca3c000190196a",2.38797076888377,1.16524236567236,1.60535548700373,0.642003170475023,0.583446348874251,1.07360774146053,1.62802068907598,"Female",39,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,2.4,"right-leaning",7,3,4,5,6,6,4,7,6,7,7,7,7,5.75,3.5,5.5,5,6.5,7,7,1.294697,-0.33,-0.0575,1.234,0.2726,0,0,0,0
"42","5b4b0e8d94020800016323ed",2.38679947430937,1.67749495993065,1.30736814104748,0.648129165139481,0.0644944765935958,0.559667113281182,0.755881395292788,"Male",41,"30.501£ to 45.000£","Further education",5,5,"left-leaning",5,7,5,4,3,7,3,4,4,2,7,5,3,4.5,6,3.5,5,4,4.5,4,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.0729,2.07,0.1142
"43","5b4ce12a1fa5830001016869",2.38741534181397,1.25320315421971,0.955168463174792,0.294298843361788,0.305461575178823,0.536764032563364,0.945629759203083,"Male",48,"< 18.000£","Further education",2,3.9,"right-leaning",9,5,1,5,1,5,1,1,3,1,7,3,1,2.83333333333333,3,3,3,2,4,2,1.294697,-0.11,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"44","5b90696e50f7ce00016007aa",2.38789174233567,-0.261284477057076,1.24237984375916,0.0952716282348179,0.528054400427497,0.57268781439657,1.09895445856431,"Male",71,"> 45.001£","Higher education (Bachelor, Master, PhD)",1,17.1,"right-leaning",6,7,1,1,1,1,1,1,1,1,5,1,1,1.83333333333333,4,1,1,1,3,1,1.294697,-0.44,-0.0575,2.282,0.2726,0.1555,0.0729,13.48,0.1142
"45","5b9d05862299630001406f88",2.38753406456777,0.922154499505343,1.3394047501899,0.573695683444028,0.272109567121455,0.731309141884397,1.12327062800217,"Female",64,"< 18.000£","Further education",6,1.9,"left-leaning",2,7,7,4,5,6,6,7,4,6,7,5,7,5.91666666666667,7,4.5,6,5.5,6.5,6,0.6988837,-0.44,-0.0575,1.431,0,0.1555,0.0729,0.36,0.1142
"46","5bad50b93d5a320001f632f6",2.38785024579976,1.67332878012114,0.696905438888723,0.804962750883843,0.306386466307412,0.620682077779112,0.891771471932093,"Female",33,"> 45.001£","Higher education (Bachelor, Master, PhD)",6,4.2,"right-leaning",8,7,5,5,5,5,3,3,4,6,7,5,6,5.08333333333333,6,5,4,3.5,6.5,5.5,1.294697,-0.44,-0.0575,1.234,2.0414,0.1555,0,0,0.07775
"47","5bec992f398eb00001a24ace",2.38747426824993,1.26483671068063,0.960226033068068,1.22031302171357,0.941304972014746,0.864420517859533,1.11820324100147,"Male",27,"< 18.000£","Further education",4,2.9,"left-leaning",5,7,5,4,3,5,1,1,6,1,5,6,1,3.75,6,3.5,3,3.5,3,3.5,0.6988837,0,-0.0575,2.282,0,0,0,0,0
"48","5c083bf7133f8700012f74fe",2.38782525749809,0.660842096824499,0.986984147546883,0.658457911786816,0.620464060140968,0.804213367213399,1.30628696924811,"Female",46,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,2.2,"right-leaning",6,4,4,5,4,5,4,4,5,4,7,4,3,4.41666666666667,4,4.5,4.5,4.5,5.5,3.5,0.1031,-0.44,-0.0575,2.282,0.2726,0,0,0,0
"49","5c097fbac15a020001bb0720",2.38631840663156,1.10821117817196,0.470528983608066,0.480066345960753,0.166468334614196,0.345559296310407,0.740897346232744,"Female",49,"< 18.000£","Further education",1.5,3.6,"right-leaning",8,7,1,6,2,6,1,1,7,1,7,7,1,3.91666666666667,4,4,3.5,4,4,4,1.294697,-0.11,-0.0575,1.431,1.0872,0,0,0,0
"50","5c1a9e662e3e4200018d9ff6",2.3884766372178,0.461699435843844,-0.00322312952946224,0.625834082667332,0.504148843515985,0.362701136332677,0.688598336159502,"Female",24,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5,10.8,"right-leaning",6,7,6,6,3,6,1,3,6,4,6,7,4,4.91666666666667,6.5,4.5,3.5,4.5,5,5.5,1.294697,0,0,2.282,0.2726,0.1555,0.0729,6.74,0.1142
"51","5c3d48955fd1050001a99364",2.38732735724608,0.462102761663587,-0.314262046525973,0.906561567788954,0.495305912467772,0.528773882135428,1.11932885507622,"Female",33,"18.000£ to 23.000£","Compulsory education",2.5,7.6,"left-leaning",4,7,1,7,4,4,1,4,4,4,7,4,1,4,4,5.5,2.5,4,5.5,2.5,1.294697,-0.22,-0.0575,2.282,4.0896,0.1555,0.0729,0,0.1142
"52","5c49d339b43d260001e4dbcb",2.38769212315734,-0.0454669005556849,0.374718298634482,0.576133446062474,0.448286293065826,0.346873625807516,0.687070563508,"Male",46,"> 45.001£","Compulsory education",6,6.3,"left-leaning",5,5,4,5,5,5,5,4,5,5,5,5,5,4.83333333333333,4.5,5,5,4.5,5,5,1.294697,-0.11,-0.0575,2.282,2.0414,0,0,0.9,0
"53","5c49e145e97243000194bace",2.38708512381862,-1.34119518784767,-0.2356660352674,-0.359907666710963,0.445576355636251,-0.197783990981356,0.343408303252436,"Female",38,"< 18.000£","Further education",3.75,6.8,"right-leaning",6,4,2,1,4,4,1,1,4,1,4,4,4,2.83333333333333,3,2.5,2.5,2.5,2.5,4,1.294697,-0.22,-0.0575,2.282,3.27168,0.1555,0.0729,0.36,0.1142
"54","5c51d3e6a163ac0001721273",2.38739503256521,0.821429272033859,0.665064564126755,0.589350703905791,0.430730036970424,0.588030474869882,1.03639735519002,"Male",47,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",5.75,2.1,"left-leaning",4,6,2,6,6,6,2,6,7,3,7,7,5,5.25,4,6,4,6.5,5,6,0.1031,-0.22,-0.0575,1.234,1.0872,0,0,0,0
"55","5c582f95caffa2000175bc72",2.38736738327189,1.68318340146911,0.773090258346843,0.529528057900952,0.291362379223873,0.483394339991548,0.749408677947647,"Female",37,"< 18.000£","Further education",4.5,6.9,"left-leaning",5,6,3,4,3,6,2,2,6,2,6,7,3,4.16666666666667,4.5,3.5,4,4,4,5,1.294697,0,-0.0575,2.282,1.0872,0.1555,0.0729,2.07,0.1142
"56","5c7fb5f2e87c1c00168a7de3",2.38814514407372,2.18735823621122,0.606945055945362,0.681774219207286,0.448591369346203,0.538105412099523,0.717326812196241,"Male",64,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,2.1,"left-leaning",3,7,7,7,7,7,5,7,7,7,7,7,7,6.83333333333333,7,7,6,7,7,7,1.294697,-0.33,-0.0575,1.234,0,0,0,0,0
"57","5c8a2d11f7ab04001042af3c",2.38733988081468,0.522330675447028,1.34486455226377,0.501493002814182,0.452095594602177,0.646576010123305,1.01403855913454,"Male",29,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,4,"left-leaning",3,6,4,4,3,6,4,2,4,2,6,5,3,4.08333333333333,5,3.5,5,3,4,4,0.6988837,-0.33,-0.0575,2.282,0.2726,0.1555,0.0729,0.9,0.1142
"58","5c93b062c9d93b0015fcbc02",2.38707448249427,0.927786251510479,0.491149145003876,0.504307340496933,0.514283404928309,0.603514347556409,1.1768335720308,"Female",40,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3,"left-leaning",5,7,3,7,4,7,1,1,4,5,7,7,4,4.75,5,5.5,4,2.5,6,5.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"59","5caa0d17f1622b001256f767",2.38693374191633,0.794394186698208,0.185067354771683,0.615629705577974,0.275796732752371,0.385619977881934,0.817921562027489,"Female",39,"< 18.000£","Compulsory education",5.75,6.8,"left-leaning",4,6,3,3,2,6,3,3,6,2,6,6,2,4,4.5,2.5,4.5,4.5,4,4,0.1031,-0.22,-0.0575,2.282,1.0872,0,0,3.59,0
"60","5cb001bac900f300128b3171",2.38824594873682,-0.157750689838066,0.743513274445551,0.473213423274619,0.778318890767036,0.561155118792968,0.98077321403012,"Female",37,"< 18.000£","Further education",6,4.1,"right-leaning",6,4,5,5,3,7,2,7,5,5,7,5,7,5.16666666666667,4.5,4,4.5,6,6,6,1.294697,-0.44,-0.0575,1.053,0,0.1555,0.0729,2.07,0.1142
"61","5cb9051d43630e00018afa56",2.38792389183542,2.5810420766736,1.01926801143372,0.742499439777216,0.161633724676991,0.521257137105753,0.537944533753978,"Male",42,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",1.75,10.1,"right-leaning",9,3,1,5,5,3,3,1,5,6,6,3,3,3.66666666666667,2,5,3,3,6,3,1.294697,-0.11,0,2.282,1.0872,1.11645,0.8755,3.59,0.995975
"62","5ccf4c5db46c7000170d7f5a",2.38672456779997,0.786365755810281,0.363283566924799,0.852517977993729,0.317826401794169,0.460757324699377,0.815606387355776,"Female",22,"< 18.000£","Higher education (Bachelor, Master, PhD)",4.5,7.3,"left-leaning",4,7,4,5,1,5,2,1,4,3,5,5,2,3.66666666666667,5.5,3,3.5,2.5,4,3.5,1.294697,-0.22,-0.0575,2.282,0,0.1555,0.2909,3.59,0.2232
"63","5cd01e707e84a20017fddc02",2.38770317228506,1.00446841930232,0.878116252731804,0.489766565631814,0.177233003415454,0.561422255679695,0.946108585499,"Female",66,"< 18.000£","Higher education (Bachelor, Master, PhD)",2.25,5,"right-leaning",6,7,3,3,1,5,1,1,4,5,7,7,3,3.91666666666667,5,2,3,2.5,6,5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.0729,2.07,0.1142
"64","5ce046f0feca32001bf94033",2.38862773297688,0.960752900110779,0.657163997971588,0.692273093257523,0.748081785800209,0.623834758516678,0.910301798629035,"Female",36,"< 18.000£","Compulsory education",6,3.8,"left-leaning",3,7,5,5,5,6,2,3,3,4,7,5,4,4.66666666666667,6,5,4,3,5.5,4.5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"65","5cf62554ba314a001b11b8c4",2.38698708311544,0.432553901412117,0.557235795411259,0.166368821099369,0.471182345346786,0.347668826175962,0.832760929247871,"Female",51,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,4.9,"left-leaning",3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.6988837,-0.11,-0.0575,2.282,2.0414,0,0,0,0
